Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),PM2-5 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 13:00,0.19,152.0,16.13,11.8,3.36,53.27,,,0.0,994.67,119.07,1.71,16.7,70.89,2.25
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 14:00,0.2,139.0,23.07,21.05,8.98,48.01,,,0.0,994.77,82.89,1.09,16.5,74.41,3.03
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 15:00,0.18,165.0,22.37,16.62,4.92,42.88,,,0.0,994.86,47.93,0.45,16.01,77.54,2.0
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 16:00,0.19,144.0,19.24,12.7,2.64,46.46,,,0.0,995.51,27.54,0.37,15.7,79.62,2.42
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 17:00,0.2,152.0,21.64,14.86,3.54,39.99,,,0.0,995.61,5.99,0.51,15.03,84.14,1.92
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 18:00,0.21,147.0,21.37,13.69,2.52,44.55,,,0.0,996.44,6.37,0.01,14.61,87.95,2.35
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 19:00,0.2,129.0,15.44,8.74,0.88,49.98,,,0.0,996.72,7.04,0.0,13.93,90.92,2.84
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 20:00,0.19,122.0,12.77,6.76,0.45,49.84,,,0.4,996.9,7.37,0.04,13.65,93.16,2.25
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 21:00,0.21,159.0,12.11,6.71,0.49,44.75,,,0.4,996.94,6.36,0.14,13.61,93.67,0.07
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 22:00,0.22,134.0,22.09,19.2,7.67,45.06,,,0.8,997.19,6.47,0.03,13.6,94.07,1.69
S_Nicola_di_Melfi,41.069444,15.7225,05/11/2021 23:00,0.2,106.0,14.04,7.86,0.75,50.91,,,0.2,997.34,5.87,0.0,13.44,94.55,3.06
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 00:00,0.21,104.0,11.69,7.14,1.17,40.71,,,0.0,997.0,4.86,1.8,13.41,94.49,1.05
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 01:00,0.18,125.0,10.45,7.11,1.65,37.54,,,0.4,997.42,4.0,3.57,13.21,94.44,1.82
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 02:00,0.19,121.0,9.71,7.32,2.25,43.35,,,0.0,997.58,3.07,3.62,13.02,94.31,1.98
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 03:00,0.2,120.0,8.58,6.04,1.55,45.92,,,0.0,997.69,2.65,3.5,12.98,93.39,2.23
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 04:00,0.2,120.0,8.94,6.42,1.74,44.96,,,0.4,997.66,2.72,3.59,12.94,92.59,1.58
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 05:00,0.21,142.0,12.71,9.44,2.78,39.46,,,0.0,997.75,2.77,3.39,12.88,92.35,0.2
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 06:00,0.21,121.0,20.13,18.23,7.71,33.9,,,0.2,998.11,2.95,3.81,12.81,92.9,0.86
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 07:00,0.21,123.0,20.67,15.12,4.31,32.04,,,0.2,998.23,3.65,3.59,12.77,93.42,0.63
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 08:00,0.21,80.0,15.3,11.0,3.0,35.62,,,0.2,999.04,18.3,3.3,12.9,93.75,0.6
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 09:00,0.21,138.0,14.53,10.77,3.18,37.26,,,0.2,999.56,21.51,3.49,13.03,93.66,0.47
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 10:00,0.22,141.0,19.34,14.3,4.18,32.27,,,0.4,1000.37,32.659,3.68,13.18,93.75,0.2
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 11:00,0.22,110.0,11.39,8.48,2.52,39.09,,,0.6,1000.91,36.34,3.34,13.17,93.92,1.34
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 12:00,0.22,109.0,12.76,9.4,2.72,35.8,,,0.6,1001.07,17.36,4.24,13.26,93.51,0.72
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 13:00,0.21,129.0,10.12,7.9,2.61,40.4,,,1.0,1000.85,43.83,3.64,13.16,92.84,2.41
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 14:00,0.21,95.0,12.18,9.13,2.75,40.67,,,0.2,1000.6,48.07,2.64,13.38,91.09,3.04
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 15:00,0.21,108.0,12.7,9.23,2.6,38.74,,,0.2,1000.34,56.64,1.95,13.76,88.83,2.25
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 16:00,0.19,258.0,9.03,5.69,0.98,41.59,,,0.0,1001.08,22.97,0.65,13.77,87.92,0.77
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 17:00,0.2,220.0,9.15,5.9,1.11,40.98,,,0.0,1001.39,4.08,0.46,13.47,89.29,0.37
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 18:00,0.2,182.0,10.39,6.39,0.99,42.84,,,0.0,1001.73,1.89,0.2,13.41,89.62,0.63
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 19:00,0.22,119.0,9.29,4.88,0.39,45.84,,,0.0,1002.01,4.01,0.3,13.33,89.85,0.65
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 20:00,0.23,58.0,11.35,7.97,2.04,31.08,,,0.0,1001.07,2.12,3.07,12.92,92.06,0.05
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 21:00,0.23,170.0,10.09,7.01,1.74,31.43,,,0.0,1000.41,1.67,2.77,12.78,92.37,0.13
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 22:00,0.23,105.0,10.36,7.62,2.2,28.46,,,0.0,1000.45,2.14,2.46,12.57,92.85,0.35
S_Nicola_di_Melfi,41.069444,15.7225,06/11/2021 23:00,0.21,279.0,10.35,6.81,1.4,21.81,,,0.0,1000.48,2.52,1.45,12.22,93.04,0.22
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 00:00,0.23,346.0,10.71,6.01,0.65,32.55,,,0.0,1000.5,3.39,0.74,12.6,93.86,0.17
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 01:00,0.21,303.0,10.41,6.7,1.26,24.69,,,0.0,999.62,2.55,1.18,12.74,93.69,0.21
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 02:00,0.2,310.0,9.92,5.22,0.31,31.41,,,0.0,999.47,3.46,0.08,12.91,93.86,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 03:00,0.21,309.0,11.33,6.08,0.3,35.01,,,0.0,999.13,3.7,0.03,13.09,93.88,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 04:00,0.21,90.0,10.23,7.23,1.88,20.74,,,0.0,998.4,1.81,3.03,13.01,94.05,0.09
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 05:00,0.21,276.0,9.74,6.05,1.04,29.27,,,0.0,998.43,3.24,0.72,13.06,94.65,0.08
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 06:00,0.22,152.0,11.23,8.83,2.96,26.81,,,0.0,998.45,3.12,2.72,13.06,95.01,0.12
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 07:00,0.22,97.0,10.81,6.75,1.2,34.19,,,0.0,998.83,4.0,1.05,13.11,95.37,1.12
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 08:00,0.23,82.0,13.09,8.99,2.14,29.46,,,0.0,999.11,11.32,1.79,13.05,95.26,0.64
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 09:00,0.23,78.0,11.29,7.72,1.82,34.07,,,0.0,999.45,32.72,0.64,13.29,95.11,0.31
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 10:00,0.22,84.0,9.26,5.14,0.51,41.39,,,0.0,999.22,76.92,0.1,13.78,94.73,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 11:00,0.21,232.0,8.39,5.31,0.93,39.68,,,0.0,998.96,100.32,0.41,14.1,94.39,0.05
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 12:00,0.2,296.0,8.01,4.62,0.55,48.68,,,0.0,998.38,131.2,0.79,14.52,92.9,0.22
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 13:00,0.21,304.0,9.63,6.87,1.84,37.17,,,0.0,997.25,71.35,2.45,15.03,89.21,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 14:00,0.21,116.0,10.28,7.03,1.66,39.25,,,0.0,996.4,60.25,1.68,15.4,85.74,0.14
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 15:00,0.19,267.0,11.23,6.85,1.09,41.44,,,0.0,996.19,46.16,0.36,15.84,84.65,0.02
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 16:00,0.19,265.0,11.44,6.14,0.34,44.03,,,0.0,995.87,39.63,0.03,16.129,84.48,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 17:00,0.2,70.0,12.01,6.58,0.46,39.19,,,0.0,995.43,7.28,0.02,15.98,85.76,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 18:00,0.2,70.0,12.47,6.63,0.28,36.51,,,0.0,995.25,2.92,0.0,15.83,87.34,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 19:00,0.23,236.0,19.35,9.88,0.1,38.14,,,0.0,995.24,3.02,0.0,15.36,91.1,0.13
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 20:00,0.21,86.0,13.21,6.51,0.05,36.68,,,0.0,995.0,3.24,0.0,15.12,92.74,0.5
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 21:00,0.2,88.0,13.38,6.87,0.16,34.18,,,0.0,994.44,3.29,0.0,15.08,93.57,0.0
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 22:00,0.21,88.0,12.95,7.59,0.85,31.73,,,0.0,994.27,4.22,0.11,15.05,93.99,0.08
S_Nicola_di_Melfi,41.069444,15.7225,07/11/2021 23:00,0.22,150.0,12.04,6.98,0.78,34.12,,,0.0,994.22,4.79,0.09,15.05,94.6,0.0
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 00:00,0.21,151.0,10.76,5.86,0.34,37.48,,,0.0,993.9,4.51,0.01,15.12,94.91,0.0
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 01:00,0.2,117.0,11.65,6.9,0.83,31.92,,,0.0,993.76,4.24,0.06,15.11,95.08,0.0
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 02:00,0.21,92.0,13.33,7.62,0.74,28.85,,,0.0,994.1,3.95,0.06,14.98,95.33,0.95
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 03:00,0.2,112.0,10.91,5.26,0.04,37.33,,,0.0,994.33,4.4,0.0,14.99,95.74,1.56
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 04:00,0.21,214.0,9.92,6.46,1.3,24.48,,,0.0,993.93,2.93,0.63,14.86,95.43,0.0
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 05:00,0.2,273.0,8.41,5.48,1.08,29.51,,,0.0,993.43,2.93,0.53,14.74,95.61,0.77
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 06:00,0.2,321.0,9.66,5.86,0.87,27.74,,,0.0,993.24,3.17,0.23,14.82,96.05,1.33
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 07:00,0.21,302.0,20.74,20.29,9.5,16.52,,,0.0,993.02,4.38,0.15,14.75,96.0,0.18
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 08:00,0.2,342.0,15.66,12.18,3.98,28.08,,,0.0,993.5,29.74,0.03,15.02,95.58,0.15
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 09:00,0.25,89.0,30.91,27.01,10.85,13.48,,,0.0,994.45,41.34,0.26,15.19,95.35,2.51
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 10:00,0.22,27.0,27.79,23.24,8.71,16.17,,,0.0,993.99,52.77,0.05,15.55,94.86,0.0
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 11:00,0.22,179.0,21.78,18.9,7.51,19.78,,,0.0,993.51,94.16,0.77,15.89,94.57,0.27
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 12:00,0.19,227.0,11.94,10.13,3.88,21.82,,,0.0,993.19,105.57,2.94,16.93,93.28,0.84
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 13:00,0.16,229.0,9.79,7.39,2.27,29.16,,,0.0,992.44,215.85,2.88,17.79,89.48,2.16
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 14:00,0.16,229.0,9.57,7.12,2.11,31.32,,,0.0,990.91,219.16,3.11,18.82,83.89,2.67
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 15:00,0.18,217.0,10.91,7.85,2.14,29.29,,,0.0,990.36,90.81,3.19,18.75,84.52,2.35
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 16:00,0.19,237.0,14.19,9.1,1.68,24.6,,,0.0,990.14,31.55,2.96,17.88,88.55,2.5
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 17:00,0.22,237.0,18.28,11.18,1.62,21.26,,,0.0,989.89,10.75,3.08,17.41,91.06,2.81
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 18:00,0.2,229.0,16.14,9.82,1.38,22.58,,,0.0,990.06,0.98,3.11,16.79,92.1,2.51
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 19:00,0.19,233.0,13.18,8.47,1.58,21.67,,,0.0,990.51,0.92,2.94,16.53,90.44,1.87
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 20:00,0.2,254.0,16.35,10.39,1.83,14.53,,,0.0,990.8,1.04,2.9,15.88,92.15,0.72
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 21:00,0.2,77.0,26.22,19.74,6.03,4.02,,,0.0,990.97,2.69,3.19,15.81,92.46,0.98
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 22:00,0.23,86.0,33.48,35.08,17.57,0.1,,,0.0,991.64,3.31,3.86,15.6,93.28,0.0
S_Nicola_di_Melfi,41.069444,15.7225,08/11/2021 23:00,0.22,33.0,25.43,20.0,6.71,2.68,,,0.0,992.04,2.98,3.18,15.28,93.97,0.75
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 00:00,0.21,355.0,14.28,10.8,3.33,5.01,,,0.0,992.09,2.81,2.93,15.01,94.52,1.11
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 01:00,0.24,98.0,21.99,15.57,4.07,3.85,,,0.0,992.56,2.76,3.26,15.23,95.09,1.66
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 02:00,0.24,110.0,19.35,13.09,2.97,6.4,,,0.0,993.27,2.76,3.2,15.37,95.02,0.66
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 03:00,0.2,128.0,15.15,10.47,2.54,13.1,,,0.0,993.9,2.73,2.77,15.19,94.92,0.91
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 04:00,0.2,221.0,11.71,7.71,1.59,15.89,,,0.0,994.61,2.81,0.97,15.09,94.9,0.08
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 05:00,0.19,57.0,10.93,5.82,0.25,25.22,,,0.0,995.66,4.41,0.0,15.44,95.25,0.27
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 06:00,0.19,305.0,10.92,6.09,0.52,26.76,,,0.0,996.39,4.67,0.0,15.64,95.36,0.08
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 07:00,0.18,303.0,18.49,13.06,3.42,23.95,,,0.0,997.01,4.77,0.01,15.88,95.21,0.0
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 08:00,0.22,99.0,21.59,19.57,8.27,27.85,,,0.0,998.48,10.88,0.0,15.37,94.97,0.79
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 09:00,0.24,137.0,21.29,15.41,4.29,27.43,,,0.0,999.36,39.95,0.05,15.5,94.04,0.51
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 10:00,0.23,150.0,13.31,9.07,2.23,-9999.0,,,0.0,999.71,80.82,-9999.0,16.01,92.69,0.0
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 11:00,0.45,89.0,14.49,11.97,4.4,-9999.0,,,0.0,999.79,137.77,-9999.0,16.54,90.64,1.39
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 12:00,0.52,207.0,12.19,10.31,3.93,-9999.0,,,0.0,1000.12,107.11,-9999.0,17.25,88.97,0.0
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 13:00,0.55,197.0,-9999.0,-9999.0,-9999.0,-9999.0,,,0.0,1000.48,57.31,3.09,17.5,88.84,0.45
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 14:00,0.36,165.0,28.33,33.62,18.8,17.48,,,0.0,1000.13,42.76,2.76,16.82,91.02,1.65
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 15:00,0.39,159.0,-9999.0,-9999.0,-9999.0,-9999.0,,,0.0,1000.75,15.51,1.99,15.64,91.7,2.23
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 16:00,0.5,138.0,-9999.0,-9999.0,-9999.0,-9999.0,,,0.0,1000.75,12.41,1.65,15.11,92.37,3.13
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 17:00,0.31,123.0,11.44,8.68,2.69,36.7,,,0.8,1001.96,2.07,1.03,14.94,92.81,2.48
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 18:00,0.29,123.0,16.4,12.23,3.66,35.56,,,0.0,1002.42,2.33,0.97,14.68,93.7,1.78
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 19:00,0.3,83.0,17.16,11.57,2.6,35.95,,,1.0,1003.14,2.14,0.8,14.6,93.85,2.39
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 20:00,0.31,84.0,13.64,8.91,1.78,36.12,,,0.4,1002.87,2.58,1.04,14.4,94.8,2.0
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 21:00,0.33,88.0,11.96,8.0,1.75,35.52,,,0.2,1003.04,2.36,1.69,14.56,95.06,1.43
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 22:00,0.31,128.0,21.96,23.8,12.31,29.51,,,0.2,1003.4,2.51,2.09,14.8,94.81,0.4
S_Nicola_di_Melfi,41.069444,15.7225,09/11/2021 23:00,0.29,126.0,17.77,12.8,3.51,29.41,,,0.0,1003.86,2.78,0.88,14.91,94.59,0.0
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 00:00,0.29,131.0,11.09,7.65,1.85,38.57,,,0.0,1003.7,2.95,0.37,14.79,95.02,0.67
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 01:00,0.3,138.0,10.4,6.37,0.94,41.6,,,0.0,1003.81,3.85,0.06,14.58,95.18,1.35
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 02:00,0.31,239.0,9.55,5.98,1.0,36.65,,,0.0,1003.8,4.65,0.17,14.56,95.29,0.0
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 03:00,0.31,255.0,7.86,5.75,1.64,31.68,,,0.0,1003.71,3.58,0.64,14.51,95.41,0.01
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 04:00,0.3,345.0,8.77,5.95,1.36,33.32,,,0.0,1003.87,4.21,0.21,14.7,95.53,0.01
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 05:00,0.31,345.0,13.96,11.96,4.65,32.8,,,0.0,1004.1,4.85,0.01,14.94,95.62,0.0
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 06:00,0.3,155.0,21.32,22.69,11.53,34.63,,,0.0,1004.24,4.51,0.05,15.0,95.81,0.09
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 07:00,0.3,129.0,19.43,19.04,8.89,29.7,,,0.0,1004.28,4.33,0.16,14.94,95.69,0.96
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 08:00,0.3,84.0,24.78,21.55,8.58,29.85,,,0.0,1004.99,14.13,0.71,14.9,95.56,1.99
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 09:00,0.3,74.0,25.47,23.16,9.84,24.82,,,0.0,1005.56,52.22,1.09,15.16,95.08,0.96
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 10:00,0.3,235.0,16.43,14.1,5.52,30.05,,,0.0,1005.41,150.13,1.79,15.83,93.51,1.72
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 11:00,0.28,249.0,7.23,5.25,1.47,45.82,,,0.0,1005.39,184.07,0.06,16.46,91.47,1.56
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 12:00,0.27,207.0,7.2,4.5,0.76,51.87,,,0.0,1005.0,147.72,0.01,16.87,88.39,0.86
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 13:00,0.28,236.0,6.12,3.41,0.34,58.16,,,0.0,1004.33,201.85,0.02,17.68,84.45,1.95
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 14:00,0.28,209.0,6.31,3.8,0.53,58.7,,,0.0,1003.75,138.05,0.0,17.87,83.05,2.21
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 15:00,0.28,186.0,12.55,8.52,1.97,49.53,,,0.0,1003.34,64.28,0.0,17.75,84.8,2.15
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 16:00,0.26,212.0,7.97,4.44,0.35,59.42,,,0.0,1003.42,26.47,0.0,17.53,83.95,1.7
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 17:00,0.28,193.0,9.82,6.29,1.16,50.55,,,0.0,1003.97,5.28,0.26,17.07,86.38,1.39
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 18:00,0.28,188.0,12.68,8.28,1.66,47.3,,,0.0,1004.46,3.43,0.51,16.65,89.08,1.43
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 19:00,0.27,183.0,14.23,8.74,1.35,50.94,,,0.0,1004.62,4.31,0.01,16.5,90.36,1.33
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 20:00,0.29,141.0,12.45,7.33,0.84,50.19,,,0.0,1004.75,4.37,0.0,16.54,89.91,0.5
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 21:00,0.28,123.0,14.17,9.21,1.87,48.21,,,0.0,1004.96,4.5,0.0,16.4,90.97,1.0
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 22:00,0.3,186.0,21.47,20.08,8.85,39.43,,,0.0,1005.02,4.47,0.01,16.36,91.82,0.36
S_Nicola_di_Melfi,41.069444,15.7225,10/11/2021 23:00,0.29,158.0,15.37,12.42,4.38,41.9,,,0.0,1004.68,4.26,0.0,16.14,92.48,0.52
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 00:00,0.29,198.0,10.05,5.99,0.79,40.81,,,0.0,1004.33,4.38,0.0,15.75,93.4,0.41
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 01:00,0.31,192.0,9.99,5.91,0.71,39.24,,,0.0,1003.84,4.61,0.0,15.53,94.13,1.01
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 02:00,0.31,158.0,12.55,7.7,1.14,40.98,,,0.0,1003.92,4.36,0.0,15.37,94.64,0.99
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 03:00,0.31,157.0,10.41,6.88,1.44,43.52,,,0.0,1003.45,4.17,0.0,15.12,94.88,0.98
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 04:00,0.31,135.0,10.12,6.47,1.18,41.94,,,0.0,1003.18,4.34,0.0,15.08,94.72,0.06
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 05:00,0.31,135.0,12.37,8.81,2.34,41.02,,,0.0,1002.74,4.41,0.0,15.19,94.53,0.0
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 06:00,0.33,136.0,26.35,29.87,16.08,33.83,,,0.0,1002.69,4.43,0.02,15.27,94.39,0.0
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 07:00,0.31,152.0,21.94,20.85,9.38,25.73,,,0.0,1002.38,5.24,1.34,15.0,94.64,0.37
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 08:00,0.31,149.0,18.62,19.07,9.33,23.67,,,0.0,1002.53,23.86,1.82,14.95,94.79,0.12
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 09:00,0.31,143.0,16.77,17.06,8.29,27.49,,,0.0,1002.55,50.3,3.25,15.19,94.13,0.17
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 10:00,0.3,178.0,20.68,18.49,7.67,25.1,,,0.0,1002.45,43.94,3.26,15.64,92.25,0.33
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 11:00,0.29,235.0,11.5,10.08,4.08,38.59,,,0.0,1002.38,93.79,3.01,15.91,89.96,0.59
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 12:00,0.29,223.0,6.96,5.71,2.07,42.43,,,0.0,1001.6,174.43,2.75,16.5,87.23,0.68
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 13:00,0.28,245.0,5.62,4.87,1.94,49.69,,,0.0,1000.66,285.68,2.69,17.53,81.11,1.92
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 14:00,0.27,226.0,5.69,4.83,1.85,52.92,,,0.0,1000.14,119.21,2.79,17.79,79.13,1.32
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 15:00,0.27,222.0,8.02,6.1,1.9,50.27,,,0.0,999.73,75.28,2.93,17.49,81.62,1.65
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 16:00,0.28,210.0,9.67,6.95,1.89,45.71,,,0.0,999.67,47.61,2.9,17.2,84.48,1.5
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 17:00,0.27,211.0,10.18,7.18,1.86,43.88,,,0.0,999.45,12.36,2.55,16.89,86.41,1.53
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 18:00,0.26,209.0,10.12,7.28,1.99,41.35,,,0.0,999.57,2.12,2.84,16.379,88.71,1.2
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 19:00,0.26,223.0,8.4,6.25,1.86,39.44,,,0.0,999.93,2.12,2.67,15.99,90.16,0.66
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 20:00,0.28,234.0,7.83,6.04,1.94,36.05,,,0.0,999.91,2.25,2.76,15.73,91.87,1.02
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 21:00,0.29,249.0,9.43,7.13,2.19,30.46,,,0.0,1000.06,2.38,2.75,15.49,92.99,0.69
S_Nicola_di_Melfi,41.069444,15.7225,11/11/2021 22:00,0.3,203.0,12.48,9.03,2.5,23.93,,,0.0,999.98,2.36,2.68,15.26,93.73,0.94
