Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.983888,15.639722,15/10/2021 15:00,0.39,349.0,17.12,12.24,3.29,77.41,,0.0,947.16,149.65,2.31,10.79,59.98,5.8
Melfi,40.983888,15.639722,15/10/2021 16:00,0.39,350.0,18.84,13.52,3.67,76.09,,0.0,947.47,46.51,2.74,10.06,64.78,5.4
Melfi,40.983888,15.639722,15/10/2021 17:00,0.39,346.0,16.39,11.9,3.33,75.75,,0.0,947.28,27.5,5.23,9.9,67.65,4.39
Melfi,40.983888,15.639722,15/10/2021 18:00,0.4,345.0,14.54,10.72,3.11,74.72,,0.0,947.38,0.49,5.81,10.04,68.97,3.35
Melfi,40.983888,15.639722,15/10/2021 19:00,0.39,331.0,13.56,10.01,2.92,76.78,,0.0,947.84,0.0,2.54,10.04,70.5,3.54
Melfi,40.983888,15.639722,15/10/2021 20:00,0.39,324.0,13.15,9.82,2.94,79.97,,0.0,948.23,0.0,3.76,10.04,66.34,3.54
Melfi,40.983888,15.639722,15/10/2021 21:00,0.39,317.0,11.66,8.91,2.82,79.03,,0.0,948.42,0.0,2.79,10.08,65.87,3.32
Melfi,40.983888,15.639722,15/10/2021 22:00,0.38,310.0,10.96,8.54,2.81,80.14,,0.0,948.56,0.0,2.5,10.18,67.59,3.22
Melfi,40.983888,15.639722,15/10/2021 23:00,0.37,298.0,10.82,8.38,2.73,77.27,,0.0,948.59,0.0,2.23,10.16,67.04,3.12
Melfi,40.983888,15.639722,16/10/2021 00:00,0.37,292.0,9.41,7.6,2.68,74.25,,0.0,948.48,0.0,3.92,10.1,67.19,2.96
Melfi,40.983888,15.639722,16/10/2021 01:00,0.37,291.0,9.13,7.36,2.59,73.42,,0.0,948.51,0.0,2.02,10.22,66.43,2.55
Melfi,40.983888,15.639722,16/10/2021 02:00,0.36,290.0,8.75,7.31,2.74,72.54,,0.0,948.55,0.0,1.25,10.32,65.84,2.45
Melfi,40.983888,15.639722,16/10/2021 03:00,0.36,286.0,8.96,7.37,2.68,71.46,,0.0,948.48,0.0,0.84,10.23,67.45,2.69
Melfi,40.983888,15.639722,16/10/2021 04:00,0.36,265.0,8.15,7.01,2.74,69.96,,0.0,948.42,0.0,0.7,9.92,67.19,3.21
Melfi,40.983888,15.639722,16/10/2021 05:00,0.36,279.0,8.2,6.97,2.68,70.32,,0.0,948.51,0.0,1.31,9.86,69.49,2.59
Melfi,40.983888,15.639722,16/10/2021 06:00,0.36,280.0,8.6,7.5,3.0,67.68,,0.0,948.82,0.01,1.88,10.01,69.99,2.47
Melfi,40.983888,15.639722,16/10/2021 07:00,0.36,274.0,10.98,8.92,3.18,65.1,,0.0,949.38,2.72,1.63,9.5,75.15,2.38
Melfi,40.983888,15.639722,16/10/2021 08:00,0.36,275.0,10.33,8.61,3.21,62.4,,0.0,950.02,25.5,1.68,9.31,79.0,2.27
Melfi,40.983888,15.639722,16/10/2021 09:00,0.35,274.0,9.51,7.89,2.92,65.75,,0.0,950.48,115.98,0.83,10.44,72.26,2.5
Melfi,40.983888,15.639722,16/10/2021 10:00,0.36,304.0,10.32,8.26,2.87,66.21,,0.0,950.85,96.62,1.63,10.72,73.56,2.04
Melfi,40.983888,15.639722,16/10/2021 11:00,0.36,286.0,11.13,9.5,3.67,58.05,,0.0,951.39,78.24,3.73,9.81,87.39,2.23
Melfi,40.983888,15.639722,16/10/2021 12:00,0.36,269.0,9.43,8.02,3.09,58.85,,0.0,951.54,110.31,3.24,9.78,92.45,2.76
Melfi,40.983888,15.639722,16/10/2021 13:00,0.35,272.0,9.12,7.87,3.09,59.71,,0.0,951.52,124.84,1.18,10.3,91.72,2.46
Melfi,40.983888,15.639722,16/10/2021 14:00,0.36,302.0,9.87,8.6,3.43,56.09,,0.0,951.22,100.75,2.23,10.57,91.25,1.43
Melfi,40.983888,15.639722,16/10/2021 15:00,0.35,285.0,10.04,8.83,3.58,56.02,,0.0,951.37,81.88,4.07,10.93,88.48,1.81
Melfi,40.983888,15.639722,16/10/2021 16:00,0.35,269.0,9.96,8.75,3.54,55.88,,0.0,951.47,53.94,3.53,11.28,81.94,1.65
Melfi,40.983888,15.639722,16/10/2021 17:00,0.34,270.0,10.64,9.3,3.73,55.74,,0.0,951.45,11.83,1.73,11.45,77.24,1.7
Melfi,40.983888,15.639722,16/10/2021 18:00,0.35,276.0,11.21,9.68,3.82,57.26,,0.0,951.88,0.23,2.95,11.64,75.92,1.77
Melfi,40.983888,15.639722,16/10/2021 19:00,0.34,274.0,11.09,9.86,4.06,54.31,,0.0,952.49,0.0,4.88,11.33,77.0,1.66
Melfi,40.983888,15.639722,16/10/2021 20:00,0.34,265.0,10.65,9.28,3.7,52.86,,0.0,952.73,0.0,2.72,10.32,83.94,1.66
Melfi,40.983888,15.639722,16/10/2021 21:00,0.35,278.0,10.92,9.59,3.88,59.45,,0.0,953.04,0.0,1.82,10.72,83.14,1.87
Melfi,40.983888,15.639722,16/10/2021 22:00,0.34,261.0,9.87,8.84,3.68,60.64,,0.0,953.04,0.0,1.25,10.29,84.86,2.16
Melfi,40.983888,15.639722,16/10/2021 23:00,0.34,274.0,8.87,7.85,3.21,64.87,,0.0,952.99,0.0,1.23,11.18,80.8,2.0
Melfi,40.983888,15.639722,17/10/2021 00:00,0.34,282.0,9.13,8.03,3.25,66.64,,0.0,953.05,0.0,0.59,11.4,80.98,1.78
Melfi,40.983888,15.639722,17/10/2021 01:00,0.34,284.0,10.02,8.55,3.3,64.69,,0.0,953.06,0.0,0.46,11.38,80.91,1.59
Melfi,40.983888,15.639722,17/10/2021 02:00,0.34,285.0,11.39,9.81,3.86,61.91,,0.0,953.2,0.0,1.06,11.36,80.11,1.27
Melfi,40.983888,15.639722,17/10/2021 03:00,0.34,273.0,10.67,9.52,3.94,60.39,,0.0,953.07,0.0,2.45,11.3,81.44,1.47
Melfi,40.983888,15.639722,17/10/2021 04:00,0.34,277.0,10.58,9.02,3.49,60.82,,0.0,952.97,0.0,2.43,11.33,82.94,1.09
Melfi,40.983888,15.639722,17/10/2021 05:00,0.34,268.0,10.55,10.43,4.92,43.28,,0.0,952.95,0.01,2.3,11.2,86.1,0.54
Melfi,40.983888,15.639722,17/10/2021 06:00,0.34,267.0,12.83,13.61,6.9,32.17,,0.0,953.04,0.0,2.32,10.98,89.37,0.52
Melfi,40.983888,15.639722,17/10/2021 07:00,0.33,259.0,14.04,13.48,6.14,34.46,,0.0,953.43,9.11,1.73,10.99,89.73,0.53
Melfi,40.983888,15.639722,17/10/2021 08:00,0.33,263.0,13.03,14.44,7.62,36.13,,0.0,954.06,35.64,1.49,11.58,88.73,0.47
Melfi,40.983888,15.639722,17/10/2021 09:00,0.34,282.0,13.88,12.08,4.82,53.42,,0.0,954.56,49.45,1.33,11.89,82.16,0.8
Melfi,40.983888,15.639722,17/10/2021 10:00,0.33,286.0,12.49,10.11,3.58,63.94,,0.0,954.64,211.31,1.22,12.65,74.5,1.49
Melfi,40.983888,15.639722,17/10/2021 11:00,0.34,276.0,10.87,8.53,2.85,68.6,,0.0,954.79,435.42,0.99,13.95,69.52,1.56
Melfi,40.983888,15.639722,17/10/2021 12:00,0.33,348.0,13.26,10.11,3.18,74.0,,0.0,954.76,461.22,1.08,15.04,65.69,1.84
Melfi,40.983888,15.639722,17/10/2021 13:00,0.33,347.0,14.63,10.89,3.24,75.74,,0.2,954.47,374.46,1.61,15.7,62.98,2.08
Melfi,40.983888,15.639722,17/10/2021 14:00,0.33,352.0,14.34,10.51,3.01,78.43,,0.0,954.28,152.69,1.64,15.15,63.9,1.57
Melfi,40.983888,15.639722,17/10/2021 15:00,0.34,2.0,15.5,11.41,3.31,-9999.0,,0.0,954.29,60.78,1.23,14.77,67.28,1.09
Melfi,40.983888,15.639722,17/10/2021 16:00,0.33,4.0,16.46,12.23,3.62,70.39,,0.0,954.47,8.27,1.42,14.05,77.08,1.29
Melfi,40.983888,15.639722,17/10/2021 17:00,0.33,354.0,15.18,11.28,3.34,65.64,,0.0,954.67,0.87,3.37,13.29,85.73,1.95
Melfi,40.983888,15.639722,17/10/2021 18:00,0.34,348.0,15.57,11.33,3.19,63.72,,0.0,955.0,0.02,1.47,12.96,86.04,1.99
Melfi,40.983888,15.639722,17/10/2021 19:00,0.34,347.0,14.87,10.83,3.05,64.28,,0.0,955.51,0.0,1.91,12.56,88.95,2.52
Melfi,40.983888,15.639722,17/10/2021 20:00,0.34,350.0,14.34,10.62,3.12,66.44,,0.0,956.02,0.0,1.72,12.31,91.31,2.08
Melfi,40.983888,15.639722,17/10/2021 21:00,0.34,349.0,13.61,10.4,3.28,62.32,,0.0,956.38,0.0,0.55,12.17,91.41,1.5
Melfi,40.983888,15.639722,17/10/2021 22:00,0.34,285.0,13.58,11.67,4.56,53.33,,0.0,956.67,0.0,0.58,12.19,90.57,0.66
Melfi,40.983888,15.639722,17/10/2021 23:00,0.34,262.0,11.51,11.35,5.33,45.15,,0.0,957.0,0.0,0.48,12.17,89.78,0.79
Melfi,40.983888,15.639722,18/10/2021 00:00,0.34,225.0,10.73,10.76,5.14,40.04,,0.0,957.05,0.0,0.0,11.92,89.88,0.74
Melfi,40.983888,15.639722,18/10/2021 01:00,0.34,282.0,8.19,8.82,4.54,42.79,,0.0,957.01,0.0,0.0,11.68,91.32,0.84
Melfi,40.983888,15.639722,18/10/2021 02:00,0.34,261.0,11.03,11.23,5.46,45.25,,0.0,957.11,0.0,0.0,11.88,91.62,1.01
Melfi,40.983888,15.639722,18/10/2021 03:00,0.34,252.0,11.19,11.26,5.41,46.11,,0.0,956.98,0.0,0.0,11.81,91.26,1.02
Melfi,40.983888,15.639722,18/10/2021 04:00,0.34,221.0,7.72,7.4,3.37,47.98,,0.0,956.81,0.0,0.0,11.52,91.0,1.09
Melfi,40.983888,15.639722,18/10/2021 05:00,0.34,224.0,9.3,8.85,3.99,46.74,,0.0,956.89,0.0,0.0,11.66,90.39,0.8
Melfi,40.983888,15.639722,18/10/2021 06:00,0.36,223.0,10.7,9.29,3.7,48.05,,0.0,957.1,0.0,0.0,11.62,86.08,0.96
Melfi,40.983888,15.639722,18/10/2021 07:00,0.34,223.0,13.68,13.38,6.22,44.38,,0.0,957.53,17.83,0.0,11.43,81.86,1.16
Melfi,40.983888,15.639722,18/10/2021 08:00,0.34,292.0,12.02,10.15,3.87,63.46,,0.0,958.05,181.99,0.0,13.37,79.08,0.74
Melfi,40.983888,15.639722,18/10/2021 09:00,0.34,293.0,13.71,10.59,3.42,68.67,,0.0,958.45,232.29,0.0,14.14,74.79,0.52
Melfi,40.983888,15.639722,18/10/2021 10:00,0.34,354.0,13.89,10.32,3.05,73.3,,0.0,958.63,423.96,0.0,15.12,70.13,1.64
Melfi,40.983888,15.639722,18/10/2021 11:00,0.34,351.0,16.21,11.98,3.51,75.69,,0.0,958.89,464.99,0.0,15.26,70.78,2.13
Melfi,40.983888,15.639722,18/10/2021 12:00,0.34,4.0,16.5,11.88,3.25,81.32,,0.0,959.1,402.79,0.0,15.74,68.33,1.95
Melfi,40.983888,15.639722,18/10/2021 13:00,0.34,357.0,16.9,12.01,3.18,81.26,,0.0,958.76,310.17,0.0,16.03,66.5,2.07
Melfi,40.983888,15.639722,18/10/2021 14:00,0.34,359.0,16.66,11.79,3.07,85.22,,0.0,958.48,255.73,0.0,16.239,63.58,1.83
Melfi,40.983888,15.639722,18/10/2021 15:00,0.35,9.0,16.28,11.41,2.89,84.24,,0.0,958.51,206.86,0.0,16.59,61.92,1.2
Melfi,40.983888,15.639722,18/10/2021 16:00,0.34,4.0,18.35,12.67,3.08,83.25,,0.0,958.72,77.02,0.02,15.87,65.319,1.5
Melfi,40.983888,15.639722,18/10/2021 17:00,0.88,359.0,-9999.0,-9999.0,-9999.0,84.22,,0.0,958.75,44.39,1.89,15.02,68.46,1.57
Melfi,40.983888,15.639722,18/10/2021 18:00,0.73,260.0,10.59,8.07,2.54,57.58,,0.0,959.05,0.25,1.88,13.17,77.64,1.21
Melfi,40.983888,15.639722,18/10/2021 19:00,0.71,273.0,9.39,7.63,2.72,61.16,,0.0,959.59,0.0,1.96,12.69,83.71,1.48
Melfi,40.983888,15.639722,18/10/2021 20:00,0.71,268.0,7.43,6.6,2.71,50.52,,0.0,960.24,0.0,7.27,11.57,89.06,1.12
Melfi,40.983888,15.639722,18/10/2021 21:00,0.7,215.0,5.07,4.25,1.6,55.49,,0.0,960.78,0.0,4.31,10.42,85.82,1.74
Melfi,40.983888,15.639722,18/10/2021 22:00,0.7,221.0,1.77,1.47,0.57,62.11,,0.0,961.37,0.0,0.89,10.03,82.44,1.76
Melfi,40.983888,15.639722,18/10/2021 23:00,0.67,225.0,1.58,1.36,0.54,61.91,,0.0,961.59,0.0,1.02,9.86,82.7,1.61
Melfi,40.983888,15.639722,19/10/2021 00:00,0.67,222.0,1.02,1.29,0.8,60.94,,0.0,961.72,0.0,1.03,9.43,78.99,1.61
Melfi,40.983888,15.639722,19/10/2021 01:00,0.68,220.0,0.36,0.55,0.48,64.86,,0.0,961.69,0.0,0.68,9.14,77.34,2.009
Melfi,40.983888,15.639722,19/10/2021 02:00,0.67,223.0,0.08,0.2,0.43,67.46,,0.0,961.73,0.0,0.44,9.03,76.59,1.91
Melfi,40.983888,15.639722,19/10/2021 03:00,0.67,221.0,0.1,0.32,0.52,64.72,,0.0,961.6,0.0,0.49,8.63,77.97,1.89
Melfi,40.983888,15.639722,19/10/2021 04:00,0.68,228.0,1.56,1.3,0.5,68.22,,0.0,961.6,0.0,0.63,8.59,81.39,1.64
Melfi,40.983888,15.639722,19/10/2021 05:00,0.67,226.0,1.22,1.21,0.58,68.49,,0.0,961.8,0.0,1.32,8.75,84.22,1.69
Melfi,40.983888,15.639722,19/10/2021 06:00,0.67,220.0,0.87,1.37,0.98,63.74,,0.0,962.16,0.0,1.35,8.69,75.89,1.99
Melfi,40.983888,15.639722,19/10/2021 07:00,0.68,219.0,4.75,5.02,2.55,61.82,,0.0,962.48,18.89,1.41,8.76,75.41,1.93
Melfi,40.983888,15.639722,19/10/2021 08:00,0.69,225.0,19.09,17.85,7.88,53.78,,0.0,962.99,181.52,1.67,11.73,66.03,0.98
Melfi,40.983888,15.639722,19/10/2021 09:00,0.68,278.0,9.08,8.69,3.95,75.76,,0.0,963.52,344.26,1.48,15.08,52.05,0.78
Melfi,40.983888,15.639722,19/10/2021 10:00,0.69,348.0,3.33,2.41,0.68,89.48,,0.0,963.69,506.54,1.36,15.48,52.13,1.17
Melfi,40.983888,15.639722,19/10/2021 11:00,0.68,8.0,2.93,1.9,0.38,91.78,,0.0,963.72,603.4,1.27,15.94,52.22,1.45
Melfi,40.983888,15.639722,19/10/2021 12:00,0.69,347.0,3.66,2.79,0.88,90.48,,0.0,963.51,643.52,1.45,17.47,49.06,1.14
Melfi,40.983888,15.639722,19/10/2021 13:00,0.69,9.0,3.45,2.58,0.77,92.04,,0.0,962.99,624.63,0.44,17.91,48.57,1.25
Melfi,40.983888,15.639722,19/10/2021 14:00,0.69,4.0,3.17,2.32,0.67,96.5,,0.0,962.47,539.15,0.15,18.22,47.97,1.32
Melfi,40.983888,15.639722,19/10/2021 15:00,0.68,12.0,3.04,2.13,0.54,100.5,,0.0,962.27,429.48,0.14,18.16,48.22,1.52
Melfi,40.983888,15.639722,19/10/2021 16:00,0.69,87.0,4.69,3.21,0.8,96.97,,0.0,962.07,248.84,0.19,17.95,49.44,1.12
Melfi,40.983888,15.639722,19/10/2021 17:00,0.69,215.0,13.66,10.92,3.78,66.56,,0.0,962.18,40.38,0.4,15.54,61.04,1.2
Melfi,40.983888,15.639722,19/10/2021 18:00,0.7,216.0,11.44,8.31,2.34,57.95,,0.0,962.48,0.44,0.66,12.19,74.1,1.39
Melfi,40.983888,15.639722,19/10/2021 19:00,0.7,223.0,6.2,4.54,1.3,59.72,,0.0,962.91,0.0,2.09,11.3,76.74,1.62
Melfi,40.983888,15.639722,19/10/2021 20:00,0.71,222.0,4.8,3.59,1.1,60.73,,0.0,963.26,0.0,0.96,10.58,78.55,1.95
Melfi,40.983888,15.639722,19/10/2021 21:00,0.71,221.0,8.09,6.82,2.6,59.32,,0.0,963.3,0.0,0.64,10.27,79.89,2.13
Melfi,40.983888,15.639722,19/10/2021 22:00,0.71,218.0,4.29,3.3,1.07,60.24,,0.0,963.53,0.0,0.72,9.89,81.53,1.47
Melfi,40.983888,15.639722,19/10/2021 23:00,0.71,225.0,2.27,1.71,0.53,60.3,,0.0,963.42,0.0,1.01,9.62,83.13,1.38
Melfi,40.983888,15.639722,20/10/2021 00:00,0.71,227.0,3.54,2.95,1.1,56.84,,0.0,963.16,0.0,0.68,9.93,80.21,1.2
Melfi,40.983888,15.639722,20/10/2021 01:00,0.71,234.0,5.57,5.17,2.25,54.44,,0.0,962.96,0.0,1.2,10.11,76.86,0.86
Melfi,40.983888,15.639722,20/10/2021 02:00,0.71,260.0,3.36,3.0,1.25,59.25,,0.0,962.74,0.0,0.42,10.17,73.09,1.56
Melfi,40.983888,15.639722,20/10/2021 03:00,0.71,245.0,3.37,2.91,1.15,83.77,,0.0,962.39,0.0,0.11,12.46,60.53,2.47
Melfi,40.983888,15.639722,20/10/2021 04:00,0.71,260.0,3.04,2.61,1.02,83.98,,0.0,962.07,0.0,0.1,12.76,60.34,2.62
Melfi,40.983888,15.639722,20/10/2021 05:00,0.72,264.0,2.37,2.34,1.1,83.32,,0.0,962.0,0.0,0.07,12.73,59.31,2.83
Melfi,40.983888,15.639722,20/10/2021 06:00,0.72,265.0,1.52,1.73,0.93,88.47,,0.0,961.9,0.0,0.19,12.76,60.2,2.82
Melfi,40.983888,15.639722,20/10/2021 07:00,0.72,267.0,2.2,2.24,1.08,86.1,,0.0,961.92,15.82,0.14,12.96,60.99,3.19
Melfi,40.983888,15.639722,20/10/2021 08:00,0.72,267.0,1.16,1.46,0.87,89.82,,0.0,962.24,181.15,0.07,14.5,54.96,3.29
Melfi,40.983888,15.639722,20/10/2021 09:00,0.72,260.0,0.92,1.41,0.96,93.18,,0.0,962.41,347.16,0.16,15.73,50.67,3.42
Melfi,40.983888,15.639722,20/10/2021 10:00,0.72,266.0,1.45,1.62,0.87,93.12,,0.0,962.44,508.79,0.05,16.92,49.51,3.18
Melfi,40.983888,15.639722,20/10/2021 11:00,0.73,247.0,1.44,1.63,0.88,93.25,,0.0,962.3,602.68,0.11,18.28,47.71,2.94
Melfi,40.983888,15.639722,20/10/2021 12:00,0.72,261.0,2.39,2.14,0.88,90.89,,0.0,961.92,641.12,0.12,19.54,45.69,2.26
Melfi,40.983888,15.639722,20/10/2021 13:00,0.73,272.0,2.41,2.57,1.31,97.69,,0.0,961.55,622.38,0.24,20.05,41.42,2.62
Melfi,40.983888,15.639722,20/10/2021 14:00,0.72,272.0,2.94,2.83,1.29,96.03,,0.0,960.98,536.08,0.07,20.53,44.24,2.37
Melfi,40.983888,15.639722,20/10/2021 15:00,0.73,270.0,3.21,2.77,1.1,98.54,,0.0,960.69,402.35,0.11,20.18,46.33,2.44
Melfi,40.983888,15.639722,20/10/2021 16:00,0.73,272.0,4.32,3.31,1.05,105.2,,0.0,960.43,241.36,0.2,19.56,47.87,2.39
Melfi,40.983888,15.639722,20/10/2021 17:00,0.73,273.0,4.99,4.25,1.64,95.15,,0.0,960.16,54.83,0.24,17.55,54.45,2.34
Melfi,40.983888,15.639722,20/10/2021 18:00,0.73,272.0,5.33,4.58,1.79,88.05,,0.0,959.92,0.36,0.17,15.14,61.49,2.7
Melfi,40.983888,15.639722,20/10/2021 19:00,0.72,268.0,3.15,2.62,0.97,95.07,,0.0,959.93,0.0,3.64,14.31,62.97,3.29
Melfi,40.983888,15.639722,20/10/2021 20:00,0.72,273.0,3.65,2.78,0.87,95.09,,0.0,959.82,0.0,6.79,13.68,65.97,2.74
Melfi,40.983888,15.639722,20/10/2021 21:00,0.73,272.0,3.24,2.63,0.93,94.15,,0.0,959.58,0.0,2.63,13.18,67.03,2.53
Melfi,40.983888,15.639722,20/10/2021 22:00,0.73,273.0,2.56,2.3,0.96,97.33,,0.0,959.27,0.0,0.41,12.95,71.1,2.95
Melfi,40.983888,15.639722,20/10/2021 23:00,0.73,266.0,2.2,2.01,0.86,96.97,,0.0,958.85,0.0,0.58,12.61,77.41,4.0
Melfi,40.983888,15.639722,21/10/2021 00:00,0.72,266.0,1.98,2.02,0.98,92.3,,0.0,958.64,0.0,0.13,12.4,75.85,2.97
Melfi,40.983888,15.639722,21/10/2021 01:00,0.73,260.0,1.49,1.62,0.85,97.13,,0.0,958.19,0.0,0.19,12.38,77.47,3.89
Melfi,40.983888,15.639722,21/10/2021 02:00,0.73,259.0,2.47,1.9,0.62,92.62,,0.0,957.57,0.0,0.36,12.42,73.43,2.99
Melfi,40.983888,15.639722,21/10/2021 03:00,0.73,261.0,1.67,1.62,0.75,96.58,,0.0,956.99,0.0,0.41,12.73,70.24,3.87
Melfi,40.983888,15.639722,21/10/2021 04:00,0.75,252.0,1.35,1.55,0.86,97.8,,0.0,956.65,0.0,0.45,12.56,72.0,3.18
Melfi,40.983888,15.639722,21/10/2021 05:00,0.75,265.0,1.25,1.24,0.6,99.65,,0.0,956.23,0.0,0.51,12.91,69.07,2.66
Melfi,40.983888,15.639722,21/10/2021 06:00,0.76,265.0,0.83,1.26,0.86,99.12,,0.0,955.96,0.0,1.06,12.89,68.81,3.01
Melfi,40.983888,15.639722,21/10/2021 07:00,0.76,260.0,1.56,1.61,0.81,97.98,,0.0,955.59,15.08,1.93,13.2,70.21,3.48
Melfi,40.983888,15.639722,21/10/2021 08:00,0.77,261.0,0.8,1.23,0.85,97.84,,0.0,955.66,172.99,1.16,14.64,66.08,4.41
Melfi,40.983888,15.639722,21/10/2021 09:00,0.78,268.0,1.0,1.35,0.84,97.81,,0.0,955.75,328.66,1.01,15.95,61.16,4.49
Melfi,40.983888,15.639722,21/10/2021 10:00,0.78,269.0,0.74,1.21,0.85,98.61,,0.0,955.84,510.92,0.8,17.5,57.81,5.0
Melfi,40.983888,15.639722,21/10/2021 11:00,0.79,271.0,1.1,1.41,0.85,97.35,,0.0,955.92,579.54,1.32,18.21,59.32,5.15
Melfi,40.983888,15.639722,21/10/2021 12:00,0.78,272.0,1.46,1.67,0.91,93.85,,0.0,955.46,649.82,1.67,18.92,60.66,4.65
Melfi,40.983888,15.639722,21/10/2021 13:00,0.78,271.0,2.07,2.18,1.1,92.86,,0.0,954.62,626.1,1.47,19.85,58.5,4.91
Melfi,40.983888,15.639722,21/10/2021 14:00,0.79,266.0,2.21,2.18,1.03,89.45,,0.0,954.06,351.64,2.11,18.57,66.48,4.43
Melfi,40.983888,15.639722,21/10/2021 15:00,0.79,268.0,1.9,2.07,1.08,89.32,,0.0,953.66,427.89,1.47,19.3,61.11,4.91
Melfi,40.983888,15.639722,21/10/2021 16:00,0.79,272.0,1.32,1.64,0.96,90.67,,0.0,953.29,237.53,1.79,19.17,61.03,4.07
Melfi,40.983888,15.639722,21/10/2021 17:00,0.8,273.0,2.45,2.62,1.34,83.94,,0.0,953.26,50.12,1.78,17.7,68.08,2.76
Melfi,40.983888,15.639722,21/10/2021 18:00,0.8,272.0,5.39,4.82,2.0,79.09,,0.0,953.59,0.14,2.09,16.62,74.29,2.05
Melfi,40.983888,15.639722,21/10/2021 19:00,0.8,266.0,2.61,2.87,1.5,84.13,,0.0,953.67,0.0,2.44,16.53,73.45,2.67
Melfi,40.983888,15.639722,21/10/2021 20:00,0.79,271.0,2.05,2.31,1.24,86.88,,0.0,953.51,0.0,2.47,16.47,72.42,3.84
Melfi,40.983888,15.639722,21/10/2021 21:00,0.8,259.0,1.56,2.11,1.3,87.67,,0.0,953.37,0.0,3.59,16.43,72.06,2.67
Melfi,40.983888,15.639722,21/10/2021 22:00,0.8,269.0,1.47,1.82,1.05,90.11,,0.0,953.22,0.0,5.18,16.46,72.26,2.89
Melfi,40.983888,15.639722,21/10/2021 23:00,0.8,268.0,0.83,1.17,0.75,92.08,,0.0,952.62,0.0,4.13,16.87,70.8,4.96
Melfi,40.983888,15.639722,22/10/2021 00:00,0.8,265.0,0.91,1.39,0.93,93.39,,0.0,952.05,0.0,1.23,17.0,71.45,6.07
Melfi,40.983888,15.639722,22/10/2021 01:00,0.81,271.0,1.98,2.14,1.11,92.02,,0.0,952.2,0.0,1.21,16.91,71.71,3.75
Melfi,40.983888,15.639722,22/10/2021 02:00,0.81,272.0,2.51,2.22,0.91,90.63,,0.0,951.92,0.0,1.45,16.84,71.37,3.92
Melfi,40.983888,15.639722,22/10/2021 03:00,0.81,274.0,1.94,2.06,1.05,89.81,,0.0,951.98,0.0,1.58,16.77,70.42,3.21
Melfi,40.983888,15.639722,22/10/2021 04:00,0.81,282.0,1.86,2.06,1.09,85.26,,0.0,951.93,0.0,1.66,16.39,71.65,2.23
Melfi,40.983888,15.639722,22/10/2021 05:00,0.81,297.0,4.32,4.88,2.62,76.69,,0.0,952.27,0.0,1.53,15.8,75.2,1.64
Melfi,40.983888,15.639722,22/10/2021 06:00,0.81,283.0,9.78,11.75,6.65,61.36,,0.0,952.49,0.0,1.9,14.82,77.82,1.72
Melfi,40.983888,15.639722,22/10/2021 07:00,0.82,281.0,7.61,8.65,4.67,62.59,,0.0,952.57,6.51,2.19,14.83,75.07,1.87
Melfi,40.983888,15.639722,22/10/2021 08:00,0.82,281.0,17.98,18.51,9.11,53.31,,0.0,952.93,55.7,2.08,14.85,75.91,1.48
Melfi,40.983888,15.639722,22/10/2021 09:00,1.03,86.0,11.57,11.01,4.96,65.75,,0.0,953.56,245.85,2.2,17.26,68.15,0.86
Melfi,40.983888,15.639722,22/10/2021 10:00,0.97,340.0,4.79,4.1,1.59,75.08,,0.0,953.72,388.54,2.07,19.42,61.86,1.34
Melfi,40.983888,15.639722,22/10/2021 11:00,0.97,269.0,3.47,3.61,1.79,79.19,,0.0,953.64,502.51,2.0,20.85,58.55,2.59
Melfi,40.983888,15.639722,22/10/2021 12:00,0.7,270.0,2.68,2.83,1.43,77.48,,0.0,953.84,375.12,1.92,21.04,56.82,2.67
Melfi,40.983888,15.639722,22/10/2021 13:00,0.73,273.0,2.91,3.33,1.81,77.48,,0.0,953.72,234.93,2.01,20.13,58.43,3.1
Melfi,40.983888,15.639722,22/10/2021 14:00,0.79,214.0,4.29,4.4,2.16,75.69,,0.0,953.21,161.18,2.08,19.45,62.7,1.56
Melfi,40.983888,15.639722,22/10/2021 15:00,0.83,267.0,2.78,3.54,2.09,71.72,,0.0,952.95,158.95,2.31,19.54,63.46,1.59
Melfi,40.983888,15.639722,22/10/2021 16:00,0.92,279.0,3.97,4.44,2.36,66.13,,0.0,953.05,143.32,2.01,19.81,63.13,1.43
Melfi,40.983888,15.639722,22/10/2021 17:00,0.86,265.0,6.06,5.63,2.45,57.47,,0.0,953.05,18.42,2.22,18.69,65.319,0.62
Melfi,40.983888,15.639722,22/10/2021 18:00,0.27,289.0,7.44,7.36,3.47,58.92,,0.0,953.2,0.0,2.2,17.75,67.53,0.56
Melfi,40.983888,15.639722,22/10/2021 19:00,0.25,244.0,6.75,5.96,2.43,58.49,,0.0,953.51,0.0,2.38,17.33,68.32,0.81
Melfi,40.983888,15.639722,22/10/2021 20:00,0.27,249.0,6.28,5.33,2.05,53.06,,0.0,953.68,0.0,2.47,16.239,74.56,1.35
